id,product_series,product_name,manufacturer,product_type,supported_protocols
be35a104-5ebd-4826-8173-627d28172ab1,PMC,43M,CET,Power Meters,modbus
3829cb9d-598d-4f5a-b824-1f23ee936405,Magnum SB,Magnum SB & Digitrip RMS 1150 & PXG,Eaton,Circuit Breakers,modbus
618c6856-2b87-4aa6-b1af-b336ebffe59b,300,EM/ET,Carlo Gavazzi,Power Meters,modbus
27011337-4518-48aa-99cb-cca59f5d1e1d,Tmax XT5,Tmax XT5 & Ekip Touch Measuring & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
17373363-54b0-4ef0-8b05-d9eb87ee1ceb,Tmax XT4,Tmax XT4 & MF & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
2ecb7bcb-cc54-40ba-8632-7bcd9372e476,EC-300 Series,ECA301C,Hager,Power Meters,modbus
5246b04c-8ea1-4ca9-803c-2cdb5b12b659,VLT HVAC Drive,FC 102,Danfoss,Variable Frequency Drives,ethernet-ip | modbus
f84ff909-5716-4d74-96da-0ce2196f54b2,Fixed speed drives,FixStar,Schlumberger,Variable Frequency Drives,modbus
8bd1567a-23dc-47eb-8eb6-d6e971e874f9,Unidrive,M201-Modified,Control Techniques,Variable Frequency Drives,modbus
7c5d39e8-6bb5-43e5-815f-9ca76275e2c3,Professional II,03. May,EMU Electronics,Power Meters,modbus
ad283959-0b4d-4d78-91b4-958604378333,Integra,DL1,TE Connectivity,Power Meters,modbus
460f590d-29e1-490f-a508-24365b1a4802,Isomax S3,Isomax S3 & Ekip Signaling Modbus TCP,ABB,Circuit Breakers,modbus
eecb219c-3db8-4496-bcbf-9666ba9736ea,VSU,48,Emotron,General Purpose AC Drives,modbus
8e765541-23b0-4c95-bac8-c547945d7f59,Tmax XT5,Tmax XT5 & MF/MA & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
ddf21ee8-1344-4338-858e-60ce94c8fab5,VMC-3Axis,VMC-3Axis,SystemInsights,CNC,MTConnect
8230d6fe-dd3a-4a2c-bda4-5daac3027a0d,Tmax XT2,Tmax XT2 & MF & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
01aa9d91-9a1f-4a98-a3bc-9313c14c55d7,UMG,96RM-EL,Janitza,Power Meters,modbus
10339f2b-a2c7-42ba-b13c-60c67e86c580,ACH,580,ABB,Variable Frequency Drives,ethernet-ip | modbus
93f6906d-965d-4359-94db-919c3e6d06d5,Low Voltage VFD,iG5A,LS Electric,Variable Frequency Drives,modbus
71e7f8e6-afb5-44fb-9e41-83b1c1830c97,Energy management and measurement,EMDX3,Legrand,Power Meters,modbus
2e974b98-24a1-46b8-b965-010b3f731138,Sinamics,SL150,Siemens,Variable Frequency Drives,modbus
7e6e0443-e9ab-4adf-80fb-fcf52269a12e,EPM,9700,General Electric,Power Meters,modbus
e2f345ae-58e3-4dce-9d95-97a98cdd6a0d,Isomax S6,Isomax S6 & Ekip Signaling Modbus TCP,ABB,Circuit Breakers,modbus
69b33b73-aaf7-4536-aae2-2d79be271d2d,VPA,3Phase Power Meter,VP Instruments,Power Meters,modbus
251dc799-52bc-434d-bf34-1cc17d4c01c2,Unidrive,M702 (Standard Addressing),Control Techniques,Variable Frequency Drives,modbus
85f036af-8484-4714-9a7e-df2dfe9786ff,Conext,Core XC,Schneider Electric,Solar Inverters,modbus
e9183087-1fc5-4336-beb6-709a22cefc89,HVAC,EFS-33,Siemens,Ptb-Eb-Ef-01,json-over-http
cbc30a68-ba94-4b9e-bbee-37c74652e471,HVAC,CSU-08,Siemens,IT-CSU-2,json-over-http
e0d2e586-1df5-43b1-a40c-a5a3ade5142b,HVAC,EFS-70,Siemens,Ptb-Wb-Ef-03,json-over-http
9a1a9e00-160c-44f8-a7ae-7b3e639d4391,ME96,NSR,Mitsubishi,Power Meters,modbus
acdbbc0f-e47f-40bc-8300-809c86a4021a,DSLII,DSLII & Digitrip RMS 910 & mMint,Eaton,Circuit Breakers,modbus
96b1aee3-e989-41d8-868f-540c0f8b9569,HVAC,AHU-11,Siemens,AHU-PTB-EB-AH-01-A,json-over-http
ba4e1140-37d8-4f5c-92bf-0f209a5c8005,Power Xpert Meter,350,Eaton,Power Meters,modbus
82ae4a4c-6013-434f-ad46-a66e86129e5b,HVAC,AHU-16,Siemens,DC-AHU-01,json-over-http
b2804595-38aa-4f1e-82b8-0bb5902db483,SINEAX,CAM,Camille Bauer,Power Meters,modbus
6d11316f-61e1-47dc-8192-5c4c1ff304f0,Tmax XT5,Tmax XT5 & Ekip Hi-Touch & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
c63dfc28-5747-4f9f-8285-3f1907f1369b,Durapulse,GS4,AutomationDirect,Variable Frequency Drives,ethernet-ip | bacnet | modbus
37cbea4a-926a-416f-9eab-67f51356cfcb,Altivar Series,Altivar 66,Schneider Electric,Variable Frequency Drives,modbus
61b3cadc-edb6-4434-a4a4-9c22acc158f7,NRX,NRX & PXR 20,Eaton,Circuit Breakers,modbus
49f82b51-7286-4ba7-91d6-461b5fa757d7,HVAC,EFS-69,Siemens,Ptb-Wb-Ef-02,json-over-http
0160c7c2-cd00-4aeb-8b4f-6f72fea518e8,Tmax XT2,Tmax XT2 & Ekip G-LS/I & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
689f28c2-0341-45fa-9a6e-7a46d825344b,HVAC,AHU-14,Siemens,AHU-PTB-EG-BC-01-A,json-over-http
8a4b5ae7-a24c-4ea0-a81f-34f6b9b3fe71,EC,EC377M,Hager,Power Meters,modbus
afd3af08-d46e-4bcd-9c52-f131937786c0,ACS,255,ABB,Variable Frequency Drives,modbus
51a30b38-248a-485c-bb35-6d57acfd04c3,Network and Server,9PX - Three Phase,Eaton,Uninterruptible Power Supplies,modbus
715a4667-9753-4411-a5d8-c7a9bfea29a7,Tmax XT5,Tmax XT5 & Ekip G Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
21c7a17a-54cb-4bb8-bac1-46c8545f71bc,PowerXL,DE1,Eaton,Variable Frequency Drives,modbus
f186cf55-127f-4d69-b0f1-a8a0167d09d4,MVD,1000,Delta Electronics,Variable Frequency Drives,modbus
a30fffa9-7bd0-41f5-b20b-d095bc8afcb0,AcuDC,242,Accuenergy,Power Meters,modbus
341b59c8-b742-44b0-bcac-9ddfdd4a8c23,Tmax XT7 M,Tmax XT7 M & Ekip Touch Measuring & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
cc53e43e-4c6f-482a-9aff-2a5719956e21,SIA,F,Fanox,Protection Relays,modbus
786e746d-b244-4591-b786-c269b5cb269c,HVAC,EFS-14,Siemens,Ff-Ptb-Eb-Bba-04,json-over-http
74d070a5-b4a0-4a3a-b603-6b2c4e50faa3,U,U1000,Yaskawa,Variable Frequency Drives,ethernet-ip | modbus
c97da16f-93b0-4335-8562-68e2bc076374,Summit,500,Mitsubishi,Uninterruptible Power Supplies,modbus
3791dc62-18b9-42aa-a7c7-b6f3c6b1988f,Emax,Emax w. PR122/P-LSI,ABB,Circuit Breakers,modbus
73eee1ee-38ea-4458-a0a6-1542476be345,HVAC,EFS-42,Siemens,Tef-Ptb-Es-Pt-01,json-over-http
b631ce6e-017b-45cd-a492-8b06dc0456af,8_Series,869,General Electric,Protection Relays,modbus
8cd7b32a-af20-418e-8df7-0cff3353f2af,Tmax XT4,Tmax XT4 & Ekip Touch Measuring & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
078f3582-674a-4bd2-8b4c-6617c52a7238,SINEAX,AM 1000,Camille Bauer,Power Meters,modbus
a6473841-9d2b-438a-a0af-3f73bda3d20c,Masterys,BC+,Socomec,UPS Batteries,modbus
2d16f512-399b-4ae3-bda6-96ea8a83f32a,RX,RX,Omron,Variable Frequency Drives,modbus
186be5e1-4719-4157-9152-0fd797f1bf1c,HVAC,EFS-72,Siemens,Sef-Ptb-Wb-Et-02-A,json-over-http
06119cd5-da7f-4ffe-b387-df2725c94db8,PowerLogic,ION8800,Schneider Electric,Power Meters,modbus
6247e19c-2e32-45b3-bb11-c8338ff3eea2,Tmax,Tmax T5 & PR223DS,ABB,Circuit Breakers,modbus
3ee6af4b-b3b4-4885-9704-bd74f95e8626,PowerLogic,BCPM-A,Schneider Electric,Power Meters,modbus
220920a7-bd90-49b0-bf1d-1c34d40f2fd3,Durapulse,GS10,AutomationDirect,Variable Frequency Drives,modbus
9320b208-75b6-4d2e-8577-6f02583fe79f,EMR,4000,Eaton,Protection Relays,modbus
723fc64e-eee6-4ba8-9b16-b797ffd4e419,GK,500,GTAKE,Variable Frequency Drives,modbus
fb1558b2-9832-4ebc-a5fe-05d4f69e3a1b,Professional II,3/100,EMU Electronics,Power Meters,modbus
ae2667af-702c-46fb-87ca-cf630271bc6e,NRX,NRX & PXR 20 & CAM + ECAM-MTCP,Eaton,Circuit Breakers,modbus
76d3b461-cc0d-4a9d-bf5a-3a55b6adee29,UMI-B1 Series,UL,Unitronics,Variable Frequency Drives,modbus
875d93cd-76c4-487d-8c62-0656465bd866,DPM,MA3222,Delta Electronics,Power Meters,modbus
61218eb0-b8a0-4e06-a9e3-b5c9f69bbc7f,E-Mon,Class 5000,Honeywell,Power Meters,modbus
95c14457-00f6-4300-ad17-a121f31dfd65,VLT AutomationDrive,FC 302,Danfoss,Variable Frequency Drives,ethernet-ip | modbus
c6a8287e-62c0-42e7-b86e-1bde365b5eee,PowerLogic,ION7650,Schneider Electric,Power Meters,modbus
3e72237d-6d5a-41d0-bcde-6d1270713a40,Emax 2,Emax 2 & Ekip UP & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
7c586666-6408-417b-9fc7-3ce68044feff,PowerLogic,ION8500,Schneider Electric,Power Meters,modbus
8989101e-934a-4cd5-bdbb-45b71e6c4d40,Tmax XT7,Tmax XT7 & Ekip G Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
d6769ee4-0287-41a4-bc35-e1d3fdeb2745,M2M,Basic,ABB,Power Meters,modbus
e3e3bb0c-9070-479d-8601-8659232aa0cf,EC-300 Series,ECR301C,Hager,Power Meters,modbus
f1067fb6-de82-47da-9622-3f8711974883,HVAC,AHU-09,Siemens,AHU-PTB-EB-IA-01-A,json-over-http
52bc34c9-1122-47ca-9531-8eb440db0785,ACQ,810,ABB,Variable Frequency Drives,ethernet-ip | modbus
77023053-48c6-414f-bc62-42dfbb61fda7,GEH,GEH Concentrator,General Electric,Circuit Breakers,modbus
f66fe84f-1d7c-4ea4-b11e-baf4da3371e3,Emax 2,Emax 2 & Ekip Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
1bbe9779-6eaa-446c-8515-7cadb99ebcf3,SINEAX,CAM,Camille Bauer,Power Meters,modbus
a65212eb-a744-4d14-bdbf-dbc4d7dd3909,IZMX,IZMX 16 & PXR 20 & CAM + ECAM-MTCP,Eaton,Circuit Breakers,modbus
b5630a7a-b569-4bfa-b22c-9c91e827b9ba,EN84XXN,EN8420N,Elmeasure,Power Meters,modbus
406e9749-7973-42da-8062-cad92fafc620,PowerFlex,PowerFlex 6000,Rockwell Automation,Variable Frequency Drives,modbus
c77526ca-6c85-48e9-a389-3f7351532691,Integra,RI3,TE Connectivity,Power Meters,modbus
2e2b18e7-bc66-42c9-ad71-f81931675910,HVAC,AHU-57,Siemens,AHU-PTB-WB-CI-01-A,json-over-http
c03ef81b-7c8a-4c67-a75b-40a291375ee6,IQ,IQ250,Eaton,Power Meters,modbus
11091a44-4e0a-4c3d-80ce-a67980485849,IQ 6000 series,IQA6600,Eaton,Power Meters,modbus
71f172ba-16aa-405b-b574-07cefb745df7,Tmax T7,Tmax T7 & PR333/P & PR330/D-M,ABB,Circuit Breakers,modbus
4927b123-de98-45c0-98d6-1beefbae8f53,Tmax XT7,Tmax XT7 & Ekip G Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
c17a593c-04a6-4bef-8fe6-f6d81da89a4d,ENERGYMID,EM,Gossen Metrawatt,Power Meters,modbus
247204b7-eb3b-44d7-ba71-84a1dd5f824c,Energy management and measurement,EMDX3,Legrand,Power Meters,modbus
15a8e35c-0b2a-4a2f-aae6-a7b0de66d6d2,UMG,509 and 509-PRO,Janitza,Power Meters,modbus
c472bb59-a833-46b1-ab4e-341cce1f5f31,Hydro,Hydro MPC w. Sensor,Grundfos,Motors & Pumps,modbus
69b83a8e-f0ef-4efb-b93f-82b1508d3999,ME96,SSEA,Mitsubishi,Power Meters,modbus
423daa13-d093-4353-adcf-59f830d7ada2,Tmax XT5,Tmax XT5 & Ekip M Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
d36d7cdd-7c84-42e9-b2e8-d7825f1a1da4,Tmax XT7 M,Tmax XT7 M & Ekip Touch Measuring & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
77817594-78ac-41bf-84ed-b5e1db84d5de,Conzerv,EM6438,Schneider Electric,Power Meters,modbus
5d56a1cc-b31c-41a7-a7d0-f5dca83160ef,Tmax XT4,Tmax XT4 & Ekip M Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
12a15aa1-8257-4e96-ac56-440f6afed0ed,Professional II,3/100,EMU Electronics,Power Meters,modbus
c258735c-7f30-4b73-94e4-76c1e0475c87,SM,SM101C,Hager,Power Meters,modbus
56ad47e9-d850-444b-a306-f9687b419077,UMG,503,Janitza,Power Meters,modbus
6210ed5f-4e7c-4173-a3ec-eb77cd84dd9c,8_Series,850-E,General Electric,Protection Relays,modbus
678f8ef7-6776-430c-a706-000f606fab5c,Fixed speed drives,FixStar,Schlumberger,Variable Frequency Drives,modbus
c4e056ef-4c88-4e8f-858d-b0e015824824,ME96,SSH,Mitsubishi,Power Meters,modbus
9f81091a-e3a8-4f5b-a4b3-63c64ed99a30,Professional II,03. May,EMU Electronics,Power Meters,modbus
dccad7a2-8614-4692-af47-72fc88091839,5000,3PI,Toshiba,Uninterruptible Power Supplies,modbus
afde856f-15a6-4eeb-810f-28b74a41e2a6,Eco-Power Meter,KW2M-A,Panasonic,Power Meters,modbus
1c420879-5f41-4c06-90bb-1f844f53c37a,SB,SB200,Slanvert,Variable Frequency Drives,modbus
a66599c9-67e0-4030-988f-fbfc01e0f93a,VLT,FCP 106,Danfoss,Variable Frequency Drives,modbus
6443b66f-4d3b-4289-b136-dd20d19acf04,Eco-Power Meter,KW4M,Panasonic,Power Meters,modbus
eedcee58-458b-49fa-97f3-ca8e851b42f5,PD,PD (ICCB) & PXR 25 & CAM + ECAM,Eaton,Circuit Breakers,modbus
3c736791-278c-4a2e-a217-c51f12089b48,E-Pumps,MAGNA3,Grundfos,Motors & Pumps,modbus
d278dc45-5958-4969-b4a0-8980ef80070f,Tmax T7,Tmax T7 & SD030DX,ABB,Circuit Breakers,modbus
12a6833c-ee68-40e8-95c6-34174b546457,Vacon,20X,Danfoss,Variable Frequency Drives,ethernet-ip | modbus
2ff86f98-23ad-44de-9969-22eb257aca9f,PowerLogic,EM4800,Schneider Electric,Power Meters,modbus
cd86f567-8ab4-4d84-80e1-5114febe5f12,EngyCal,RH33,Endress Hauser,Heat Meters,modbus
94b640a6-c3fc-4367-a89a-d1a4b1f23152,PowerLogic,BCPMSC-A,Schneider Electric,Power Meters,modbus
880cf1ab-344f-4b3a-b13f-2df992f09d86,510,L,Teco,Variable Frequency Drives,modbus
667f8ee7-802f-4131-89c1-56e9cadd6753,HVAC,PAU-03,Siemens,PAU-PTB-EPG-PAU-1,json-over-http
1d710353-684a-4396-842b-dbff5fddc11c,Countis,E44,Socomec,Power Meters,modbus
c9210b07-580e-4be6-b49b-afdad03c0732,A,41,ABB,Power Meters,modbus
d12ef82f-14ab-4c6a-97a0-e6af8e67e42b,Tmax XT7 M,Tmax XT7 M & Ekip Touch & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
72d4081f-0db7-4ad5-9f81-c4a40574a28b,Tmax XT5,Tmax XT5 & Ekip M Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
9ad5242e-52d5-475d-a181-f2e5f251c0dd,Tmax XT5,Tmax XT5 & Ekip Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
51000b92-5759-450e-abd2-65b0507a9be1,PowerScout,PS24HD,Dent Instruments,Power Meters,modbus
8c702b5e-56e6-4367-9bcc-3610890cae5e,Energy management and measurement,EMDX3,Legrand,Power Meters,modbus
9d65c253-4b1f-4aa9-b12b-0b35469b92ff,Tmax XT7 M,Tmax XT7 M & Ekip Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
f0dcf2fa-d1ea-4470-a3f8-8ed15c1a7565,Relion 615 series,REF 615 ANSI,ABB,Protection Relays,modbus
0d5b4114-62b5-49e2-ada2-e2ff9fa801c0,DRB,5-3P,TE Connectivity,Power Meters,modbus
17bbfbd2-8e32-4b53-b3f0-f3f11c09fb4d,Power Xpert Meter,PXM1100,Eaton,Power Meters,modbus
e2d67e20-3e90-46a0-93df-f3cbfc1f7690,Tmax XT2,Tmax XT2 & Ekip Touch Measuring & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
65e111d0-4753-426e-b69e-87ce19d2b1d9,HVAC,CSU-15,Siemens,BLG-VENT-AC-CSU-2,json-over-http
8498c68f-38a8-4d7d-bb12-45c572e81c80,EX,700-1000-1500 VA,Eaton,Uninterruptible Power Supplies,modbus
bbcccf86-73df-4acb-9364-6a3c7d2e78f4,HVAC,AHU-34,Siemens,AHU-PTB-EPG-FLB-03,json-over-http
a81edbba-054e-4808-b08c-f962c910a70d,DIRIS,A-20,Socomec,Power Meters,modbus
837f8fd4-01df-4019-816f-941c89f2ae4f,Isomax S2,Isomax S2 & SD030DX,ABB,Circuit Breakers,modbus
5c7169fc-13d7-4764-b8cd-41dced65b474,HVAC,EFS-76,Siemens,Ef-Ptb-Wb-Bcr-01,json-over-http
eb13b5c7-2d03-4eb2-a229-b8aab85696c6,Liebert,PSI5,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
2937fcdf-1799-46a6-a7c5-ffb6d02e8d6d,Countis,E23/E24,Socomec,Power Meters,modbus
d4473e91-fc77-4455-b7fa-f1353f3bbfee,7-Series,PlusPack/G7/GX7/GX7M/GX9/H7/HX7/Q7/QX7/W7/WX9,Toshiba,Variable Frequency Drives,modbus
54123d23-315b-402e-9e97-f345f10f1fa3,Emax,Emax 2 FW 1.xx,ABB,Circuit Breakers,modbus
75558e54-2ade-42ed-af35-f8bada566f09,Tmax XT7 M,Tmax XT7 M & Ekip G Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
9be5ec43-754c-492d-bc68-bd43283f1017,Tmax XT5,Tmax XT5 & Ekip Touch Measuring & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
297ab195-a549-4301-9738-00bbea6bd85f,VS30,VS30,Emotron,Variable Frequency Drives,modbus
4aeda78f-b9fc-4bb8-986b-2dc16950be02,Eco-Power Meter,KW2M-A,Panasonic,Power Meters,modbus
c20f3930-9e1a-4ee2-a963-beacce5278f3,A,PLUS,Camille Bauer,Power Meters,modbus
e7da3abe-70c0-4f8c-9c34-19623e0199f3,HVAC,AHU-58,Siemens,AHU-PTB-WB-CI-02,json-over-http
544e6f8e-f4f3-4901-9f72-70b33e00e7c9,Relion 611 series,REM 611,ABB,Protection Relays,modbus
a29cdb5a-b1b3-463d-88e2-1bdf87e479a5,HVAC,EFS-27,Siemens,Eab-Toilet-Exhaust-Fan,json-over-http
833200d8-85b6-4b28-a8ec-b7c6ed2a8b25,HVAC,EFS-103,Siemens,Lp-W-01-Lf-104,json-over-http
10942082-15fe-4088-ac09-f8788c1ccc41,Integra,1560,TE Connectivity,Power Meters,modbus
ada37da4-ee11-454c-93ef-c376630b0861,UR,T35,General Electric,Protection Relays,modbus
ec02c37b-8e3e-4c28-ab99-534417c5d3f1,Emax,Emax w. PR333/P-LSI,ABB,Circuit Breakers,modbus
dc43288d-a65c-46a8-ad53-2818767de7fc,EN84XXN,EN8400N,Elmeasure,Power Meters,modbus
684bf190-439b-4e16-9119-1d36d64d0439,HVAC,EFS-78,Siemens,Ef-Ptb-Wb-Bma-01,json-over-http
34ee9934-3542-4858-bf20-429a92fe9831,Adjustable Speed Drives,H9,Toshiba,Variable Frequency Drives,modbus
107b30d9-669e-4116-a948-adf80f7a7041,C,96,Frer,Power Meters,modbus
b368a538-3566-4ae0-bc2e-993726b78c29,DPM,C520W,Delta Electronics,Power Meters,modbus
e61c7968-2029-4f11-ab85-e7704fc8998f,PMC,53M-A,CET,Power Meters,modbus
27da65be-364b-4d4b-875c-a1e048da19da,Emax 2,Emax 2 & Ekip LCD & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
81e39296-a98a-420a-86ec-d732a73d6834,VFX,2,Emotron,Variable Frequency Drives,modbus
8e9de41f-8b6e-4c8e-8249-2f3d0771d1d9,Emax,Emax w. PR123/P-LSIG,ABB,Circuit Breakers,modbus
b3b4c4cf-a0ce-4f4d-aa89-723c233ef1b5,VLT,FCM 106,Danfoss,Variable Frequency Drives,modbus
35983c85-8026-48eb-bd76-3930309a85b6,Sunny Tripower,CORE1,SMA,Solar Inverters,modbus
54bf816f-3148-48cc-8d6a-c6fa9cda29e0,V,V1000,Yaskawa,Variable Frequency Drives,modbus
b52968af-d3ce-4b42-9ac1-cad9422dfac4,Conext,CL-60,Schneider Electric,Solar Inverters,modbus
26084b62-cc5b-4bfd-92be-b22f7da0bc2d,ACS,480,ABB,Variable Frequency Drives,ethernet-ip | modbus
939427f0-6b31-42fa-80d9-8150575287fa,Magnum DS,Magnum DS & Digitrip RMS 520MC & PXG,Eaton,Circuit Breakers,modbus
ef77cf7a-b50c-45a3-99d1-d6cefeddb61f,DRM,125,TE Connectivity,Power Meters,modbus
286807aa-a734-4421-9e4f-a6d515f10627,UR,F35,General Electric,Protection Relays,modbus
d2f9f86c-905b-488a-a45c-6807f6def726,Unidrive,M700-Modified,Control Techniques,Variable Frequency Drives,modbus
d1ec6440-8867-4e8b-a4c0-b1ef9c587e22,Series G Molded Case Circuit Breakers,Series G,Eaton,Circuit Breakers,modbus
7af086d1-e22c-4c8d-9461-1a5e11d57a04,Tmax XT4,Tmax XT4 & Ekip G Dip & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
2f23ad29-69c4-4372-ae95-bb01c5955a09,Optidrive,E3,Invertek,Variable Frequency Drives,modbus
403d6303-206e-4d22-bb3b-8117c63cd464,Tmax XT4,Tmax XT4 & Ekip M Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
7662e7b1-9c0a-49a6-bc48-f1b302ab2aa1,HVAC,EFS-75,Siemens,Ef-Ptb-Wb-Smo-01,json-over-http
