id,product_series,product_name,manufacturer,product_type,supported_protocols
0a41c11b-78fc-4506-9321-b63757a325e7,Sinamics,G130,Siemens,Variable Frequency Drives,ethernet-ip | modbus
7779c0d8-d0da-4eef-8394-d0eb28ffad89,PowerLogic,ION7550,Schneider Electric,Power Meters,modbus
994aef9b-7b36-4c2c-8745-3fd60348061c,Emax 2,Emax 2 & Ekip Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
18e34d44-bba9-4fd3-865d-a1a4fcd16068,HVAC,EFS-50,Siemens,Tff-Ptb-Epg-St-01,json-over-http
10bb31fc-c13a-4867-a85f-d484f096060f,HVAC,PAU-05,Siemens,PAU-PTB-WB-PAU-01,json-over-http
e595bbe8-80ff-4a9f-b7f4-2a34fde15c30,HVAC,EFS-49,Siemens,Ff-Ptb-Epg-Sr-02,json-over-http
e109e6f7-b185-4955-8ded-042f4f4be176,Tmax T7,Tmax T7 & PR332/P & PR330/D-M,ABB,Circuit Breakers,modbus
f17d4ae6-4a9d-4393-971b-a6fdc816233f,Moeller,PKE 65 & PKE-XTU(W)ACP & COM-RTU,Eaton,Circuit Breakers,modbus
dbfdce09-93ae-4ea6-9bad-9815acd042cf,AE,AE-SW,Mitsubishi,Circuit Breakers,modbus
98f444a0-e349-41fd-9c05-ad9f18b8639c,C,15,Frer,Power Meters,modbus
10462c14-29f1-4ba2-8f3e-0beeaf41bf81,VLT,2800,Danfoss,Variable Frequency Drives,modbus
b2179ecd-7f0c-43ff-b02c-2fc0f9fd4f8c,Shark,ST40,Electro Industries,Power Meters,modbus
3a9ad42c-312e-4114-b74f-b3f1c87599a4,Magnum DS,Magnum DS & Digitrip RMS 520MC & mMint,Eaton,Circuit Breakers,modbus
fffde7a3-c5ae-41c2-8d14-c671f2e96e03,PowerXL,DA1,Eaton,Variable Frequency Drives,ethernet-ip | modbus
d4fac23c-277e-4a5a-bfff-332c92d2db1f,Emax,Emax w. PR332/P-LSIG,ABB,Circuit Breakers,modbus
e4cd268b-1165-4687-9d74-74230b930d18,Smart-UPS,VT,Schneider Electric,Uninterruptible Power Supplies,modbus
2e479d8a-71fb-4e7a-a128-d952ec2030fb,VLT,Decentral Drive FCD 302,Danfoss,Variable Frequency Drives,ethernet-ip | modbus
b6105214-1ddf-4c81-bfcc-d8b96d53ca70,NRX,NRX & Digitrip 1150 & PXG,Eaton,Circuit Breakers,modbus
15c9d4ca-287b-486e-8bb5-502c115566d4,Amik,201,Simpson Electric,Power Meters,modbus
74d70c02-624a-46ad-a628-d2c6d8388182,Eco-Power Meter,KW2G,Panasonic,Power Meters,modbus
6ef4fcad-ec3d-42cd-bc21-fb6c1ceb8d75,HVAC,PAU-01,Siemens,PAU-PTB-EB-PAU-01,json-over-http
149d15c9-8bd6-4687-b8b6-dd5f4e9a51f5,Tmax T5,Tmax T5 & Ekip E-LSIG,ABB,Circuit Breakers,modbus
f29c640f-ced7-48f9-b277-bdd5ca0a651d,SDM,120,Eastron,Power Meters,modbus
573ae9a6-f3a3-4ddd-a781-38230a368fea,Professional II,03. May,EMU Electronics,Power Meters,modbus
ee295062-70fb-4e3c-84a7-f9b0fc2b08dd,i500,i550 protec,Lenze,Variable Frequency Drives,modbus
84b90fa9-1f31-4a3e-ae8a-b30618a42714,Tmax T4,Tmax T4 & Ekip E-LSIG,ABB,Circuit Breakers,modbus
2b2c1d50-d7a7-4663-b8bc-9da95e6f1a9a,PMC,630E,CET,Power Meters,modbus
bb78cf15-df6c-465a-9218-c10ca5e0c7e4,A,PLUS,Camille Bauer,Power Meters,modbus
ebe3ee92-430a-46b3-92a1-9dcff0e9a2f7,DIRIS Digiware,I-61,Socomec,Power Meters,modbus
e632bf31-8a15-47a1-866c-4f2d813965dc,Tmax T6,Tmax T6 & Ekip M-LRIU,ABB,Circuit Breakers,modbus
70a3119c-6dff-4d11-aa3b-d70bfa47a1a8,Acuvim,II-Series-BACnet,Accuenergy,Power Meters,bacnet
9b695889-a514-4316-832f-3d7432723002,Sepam,Series 20,Schneider Electric,Protection Relays,modbus
f645e776-0c33-4cfa-a79e-5a80608a37b3,EPM,2200,General Electric,Power Meters,modbus
a1e0c5f0-5086-4629-adda-8013fa3eb44a,PMC,S963-E,CET,Power Meters,modbus
9b85166c-f853-47c2-9a05-2503e6a26d60,Tmax XT4,Tmax XT4 & Ekip M Dip & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
88f1a3d5-435c-4b3b-9601-fda319b7cc24,SINEAX,DM5000,Camille Bauer,Power Meters,modbus
0ef0650c-aff6-478e-91a6-f72909249877,SIL,D,Fanox,Protection Relays,modbus
aeeaf986-232a-4a8e-9208-60f2287c7869,MS,300,Delta Electronics,Variable Frequency Drives,modbus
958386e0-75a2-4bf7-b8f9-8cbbfac37e2a,PMC,630-C,CET,Power Meters,modbus
25e00c93-9ed2-4c1c-b4f1-19b73a2995c8,Nexus,1450,Electro Industries,Power Meters,modbus
9d0e1da2-d48a-4825-a72c-e41edc89dc40,Altivar Series,Altivar 320,Schneider Electric,Variable Frequency Drives,ethernet-ip
667c17e6-bd62-4f84-97ea-671232fa3012,SDM,630,Eastron,Power Meters,modbus
b1b7fab6-329b-418a-960f-083d2f630aab,Data Centre and Facility UPS,9E,Eaton,Uninterruptible Power Supplies,modbus
7a61ef12-6868-4118-82b2-cb7fe9f6f7b9,Liebert,GXT2,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
6383da98-3a4b-4af8-af85-561fa8b13530,Tmax XT7 M,Tmax XT7 M & Ekip G Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
4a24c6e1-f67e-4fa4-af41-d36b1feaef28,Tmax XT5,Tmax XT5 & Ekip Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
f4d4c6d2-143a-413d-98c5-f132d42c0daa,Hope,800,Slanvert,Variable Frequency Drives,modbus
c7799720-af17-4c73-b27d-b77d99f46dfd,IZMX,IZMX 40 & PXR 20 & CAM + ECAM-MTCP,Eaton,Circuit Breakers,modbus
8a0fb9e8-dc45-4ea8-8e01-5cfa03ce74c2,SIRAX,BM1400,Camille Bauer,Power Meters,modbus
ef6f14b4-38b3-4f6e-94cc-9fa06584948e,Emax,Emax & PR113/PD & PR113/PD-M,ABB,Circuit Breakers,modbus
930cecbc-02bf-47a3-8c63-570c8ac45342,Tmax XT7,Tmax XT7 & Ekip G Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
208a5d0b-3a95-4b17-acd1-fde0ae96e63e,HVAC,EFS-36,Siemens,Sef-Ptb-Eb-Et-01,json-over-http
962cb3d7-0467-4cf1-899b-5dd94b72e2bc,DPM,C520,Delta Electronics,Power Meters,modbus
6c937ac4-5561-4c61-8137-9983beebf796,Sepam,Series 20,Schneider Electric,Protection Relays,modbus
1b37aaa9-52a7-4d7d-b49d-df373f275ece,ME96,SSHA,Mitsubishi,Power Meters,modbus
91b49169-296c-4d52-b358-650e72dad84d,Power Tag,Acti 9 Smartlink SI-D,Schneider Electric,Power Meters,modbus
fccab865-7256-4528-83a3-d2b4ca64b488,PAC,4200,Siemens,Power Meters,modbus
02f9c8ab-e290-4238-8fe4-3cdeb0f4b353,Emax 2,Emax 2 & Ekip UP & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
295a29aa-6bb8-45a2-823e-61165463d5fe,EC-300 Series,ECR311D,Hager,Power Meters,modbus
78de1b3d-2846-45a2-a091-fd5901315211,Tmax XT7,Tmax XT7 & Ekip Hi-Touch & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
0c1576a5-57d5-4750-a81e-5cdda5d20101,HVAC,CSU-14,Siemens,BLG-VENT-AC-CSU-1,json-over-http
bf828519-2001-4b38-9b92-9257835ead28,SR Series,489,General Electric,Protection Relays,modbus
0e7fbf30-23ba-4e24-ba79-fca79aec7971,HVAC,EFS-13,Siemens,Ff-Ptb-Eb-Bba-03,json-over-http
ad025b79-b2f8-43e3-b4c9-01abcc36c0c7,E,510,Teco,Variable Frequency Drives,modbus
7a673b52-f2cf-4d2c-bbac-7b0215870b51,Tmax XT4,Tmax XT4 & TMA & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
da18df45-e2be-472f-aed7-98dc1c9ba74a,HVAC,AHU-43,Siemens,CAHU-EP-9,json-over-http
c9a6fa84-1dce-44fd-8fa7-874098baed95,Commander,C300-Standard,Control Techniques,Variable Frequency Drives,modbus
6d49ea6d-2287-4b72-8a6d-76b430aea81a,Altivar Series,Altivar 61,Schneider Electric,Variable Frequency Drives,modbus
b03d9fb7-1df1-4286-ae15-a94812ed2c30,Eco-Power Meter,KW2M-A,Panasonic,Power Meters,modbus
69eadec8-361d-49dd-ac61-43dba0038c71,Unidrive,SPMA,Control Techniques,Variable Frequency Drives,modbus
f8310026-b91f-4cec-a511-da2b1b827b5e,Tmax XT4,Tmax XT4 & Ekip M Dip & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
fdbf941b-1bc0-4cf5-a2e1-267637e95844,VFD,B,Delta Electronics,Variable Frequency Drives,modbus
6aa390d5-a202-452f-8942-d95f6ef99024,B,23,ABB,Power Meters,modbus
b20442be-b29d-4f11-976f-0b65547bb4c0,VSU,23,Emotron,General Purpose AC Drives,modbus
8689d366-e0de-4029-b922-ba863ebedca2,Tmax XT5,Tmax XT5 & Ekip Touch Measuring & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
c7831dca-caba-410c-bc98-2ca8c2577e1c,SR Series,369,General Electric,Protection Relays,modbus
3021d64a-550c-11e9-aa62-021002122698,Altivar Series,Altivar 320,Schneider Electric,Variable Frequency Drives,modbus
196a2f49-0123-4bad-83b3-90b4cb9e5d9c,Hope,530,Slanvert,Variable Frequency Drives,modbus
53984982-5558-401f-862e-3937db2895fa,PowerLogic,BCPM,Schneider Electric,Power Meters,modbus
9ba473bc-e304-4855-8f1b-4ff2704888cf,SINEAX,AM 3000,Camille Bauer,Power Meters,modbus
8eeb67a2-0e36-45cd-a4cc-4c9535b9b1c0,Tmax XT2,Tmax XT2 & Ekip M-LRIU & Ekip Com Modbus RS-485,ABB,Circuit Breakers,modbus
35e8b8ba-029d-43a5-b0d2-2e0475ea2577,ME96,NSR,Mitsubishi,Power Meters,modbus
84ca3a35-136d-43de-bdbf-c99f54e87c2c,Tmax XT4,Tmax XT4 & Ekip Dip & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
4431034a-a7de-4200-9eb4-ef660a7da63d,Vacon,CX,Danfoss,Variable Frequency Drives,modbus
8da8eccb-aa61-4d97-b6d7-dfe4b7c9de43,Emax,Emax w. PR123/P-LSI,ABB,Circuit Breakers,modbus
cec7f398-0812-4e44-8a8d-f6be478e2565,Unidrive,M701 (Standard Addressing),Control Techniques,Variable Frequency Drives,modbus
3a9bb90a-d196-40da-a93f-24324b15f989,U,U1000,Omron,Variable Frequency Drives,modbus
8a908a08-5397-4a84-97b8-2cfba9af7e76,IZMX,IZMX 40 & PXR 20 & CAM + MCAM,Eaton,Circuit Breakers,modbus
8b2ec427-02bf-48d2-adbc-9652788257ee,Conext,SmartGen NA/ SmartGen IEC,Schneider Electric,Solar Inverters,modbus
d1ddd4f6-71cc-4c8b-8f43-f0af086efde3,Emax,Emax & PR112/P & PR112/PD-M,ABB,Circuit Breakers,modbus
e930c813-24d1-48e5-a54f-e15ca7ff41fb,NRX,NRX & Digitrip 1150i & CAM + ECAM,Eaton,Circuit Breakers,modbus
3956a081-2914-4b40-903b-89343eddcb12,Emax 2,Emax 2 & Ekip UP & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
4975dc20-fd8f-4cd0-9697-321f8d611a8c,Tmax T2,Tmax T2 & SD030DX,ABB,Circuit Breakers,modbus
33ffb5a4-0b0c-4ace-8d21-9ce634caf9ed,Type DS,Type DS,Eaton,Circuit Breakers,modbus
457c1c8e-c12a-4907-91be-d5cb01c5cdbe,EX,700,Eaton,Uninterruptible Power Supplies,modbus
995e0014-c92d-446f-b3bb-8dd30676fb31,IZMX,IZMX 16 & PXR 25 & CAM + ECAM-MTCP,Eaton,Circuit Breakers,modbus
1893f4fe-bd44-45dc-995e-b2b2d797d884,Unidrive,M400 (Modified Addressing),Control Techniques,Variable Frequency Drives,modbus
f690b39a-9a5c-45c7-a8e3-ecc66f5a7335,Countis,E13,Socomec,Power Meters,modbus
33ca3c72-33f8-474e-8c50-29c8a9be26c0,Moeller,NZM & PXR 25MP & XBSM + ECAM-MTCP,Eaton,Circuit Breakers,modbus
6fbc015b-b512-479a-88ba-b74524e46473,HVAC,EFS-46,Siemens,Ef-Ptb-Epg-Sg-01,json-over-http
78d75782-3e43-4e13-b306-4bc94383dd9b,VS,B,Emotron,General Purpose AC Drives,modbus
f3f66391-9363-4cef-890f-e2f62c080b52,Tmax XT4,Tmax XT4 & Ekip LSIG & Ekip Com Modbus RS-485,ABB,Circuit Breakers,modbus
5b67275a-2f99-45b7-8738-4dfb7704b89b,DIRIS,A-10,Socomec,Power Meters,modbus
125e1955-64b5-4d45-8771-5342fb35c1a0,EC-300 Series,ECA381D,Hager,Power Meters,modbus
cfae32f9-1e7c-4866-990a-58d3c07941e9,UR,G60,General Electric,Protection Relays,modbus
00bfa280-3963-4b47-b551-6c6506798c29,Optidrive,P2-Elevator,Invertek,Variable Frequency Drives,modbus
7307bd1d-969c-40cf-9b81-fb9e20c9a6a7,CIO,EN,Littelfuse,Protection Relays,modbus
0d09f78d-232a-48ab-9459-0d1623fa1c75,Tmax T6,Tmax T6 & PR222DS/PD,ABB,Circuit Breakers,modbus
ae147eeb-cb61-456f-8904-169ed523235a,Z,Z1000U,Yaskawa,Variable Frequency Drives,modbus
0d128fc9-b505-46fe-a7a5-b45221778db4,PowerLogic,BCPMSC-C,Schneider Electric,Power Meters,modbus
ae1d804c-ce36-4c14-bd34-cb8e97612c42,Integra,1630,TE Connectivity,Power Meters,modbus
90c4d7b4-7c5c-4b44-9b02-ebb26d68b179,Sepam,Series 20,Schneider Electric,Protection Relays,modbus
ad07a0e0-4f5f-4636-bf71-0f6064ba009b,ACH,550,ABB,Variable Frequency Drives,ethernet-ip | modbus
19197d98-2faf-44a0-82b0-d192e2efdcfa,Tmax T1,Tmax T1 & Ekip Signaling Modbus TCP,ABB,Circuit Breakers,modbus
7d5290ed-3c28-487f-98d9-16f39fffa8dc,Integra,1000,TE Connectivity,Power Meters,modbus
dbd2bf33-f679-423c-aa06-ed36e8aacbdf,Q,Brick 4,Quadlogic Controls Corp,Power Meters,modbus
a5fbcf03-0498-4874-b1cc-2d785ea60cdd,Tmax XT2,Tmax XT2 & Ekip LSIG & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
0245e1f9-034f-4bfa-a85f-9bbebeb196be,Liebert,NX-225-600,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
e84839f8-d2a6-4061-9c05-db9fad0d47ab,Masterpact MTZ,Micrologic type X,Schneider Electric,Circuit Breakers,modbus
3617a5b9-a11e-470b-9084-6327edc0788f,DSLII,DSLII & Digitrip RMS 810 & mMint,Eaton,Circuit Breakers,modbus
5659db95-3749-440f-a0e5-398926fbb7ee,A,PLUS,Camille Bauer,Power Meters,modbus
3de7ceff-021b-43a9-ae59-9c54e85ba372,HVAC,AHU-39,Siemens,VAHU-1-A,json-over-http
ddb75e61-b6e6-423e-b2cb-beec4c05e53e,Liebert,GXT,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
6235c08d-9e8c-4210-8b3e-4cde0600ebd8,PowerLogic,BCPM,Schneider Electric,Power Meters,modbus
2c9c78aa-67a5-47b0-9b40-a1e4847b212b,PowerLogic,ION7400,Schneider Electric,Power Meters,modbus
ae4cb6f9-f99b-4509-a4c2-050735f46228,PD,PD (ICCB) & PXR 20,Eaton,Circuit Breakers,modbus
ebd5fe43-0e58-4838-af42-20f9feab74e0,HVAC,EFS-86,Siemens,Ef-Ptb-Wb-Ups-01,json-over-http
34d3ec4c-f8cb-46d5-a964-99321358d4fc,Access,9340,Siemens,Power Meters,modbus
8ebeea0e-6e13-4807-9d28-2cd2c03ceadf,Optidrive,E3-Single Phase,Invertek,Variable Frequency Drives,modbus
571f6465-906a-4c1a-aa78-a331e7c08e78,MAGNA,MAGNA3-D,Grundfos,Motors & Pumps,modbus
2e2b111d-5ae3-48bd-8096-23d5695e9586,Hydro,Hydro Multi-B,Grundfos,Motors & Pumps,modbus
b1bdb3a5-74f3-4bd5-8689-f9ad90d230b3,Adjustable Speed Drives,P9,Toshiba,Variable Frequency Drives,modbus
52986a31-dc67-48d9-bea4-407d983335a4,Vacon,NXL,Danfoss,Variable Frequency Drives,ethernet-ip
c7bf299f-1517-4b91-9203-8771af01af24,Acti9 iEM3000,iEM3200,Schneider Electric,Power Meters,modbus
1806459b-701d-4a2e-85fc-f525682ab60a,Conext,TL,Schneider Electric,Solar Inverters,modbus
6d03551f-389f-41e9-b7b9-f57d89f693b6,HVAC,EFS-06,Siemens,Ef-Ptb-Eb-Sr-01,json-over-http
a82228fd-3d42-4f84-bb73-e3c54cb2c072,BM,300,ABB,Power Meters,modbus
ab160f64-ca65-4ec1-ba1c-bf09c2317eea,CMS,700,ABB,Power Meters,modbus
6e0560fe-e20b-4a90-bd93-7edda7dcc8ed,T-PRO,8700,ERL,Protection Relays,modbus
7df2f264-e6af-4ef1-af50-1e7d560fd486,Vacon,X5Hazlo,Danfoss,Variable Frequency Drives,ethernet-ip
7f8fdd61-d685-41f1-8aab-ea300fd127f5,Moeller,PKE 65 & PKE-XTU(W)A & COM-RTU,Eaton,Circuit Breakers,modbus
b9c852ef-0787-4570-ba39-df9977189504,HVAC,EFS-05,Siemens,Ef-Ptb-Eb-Smo-01,json-over-http
00e6484b-aaa5-4382-ad79-17155d917e5f,HVAC,AHU-54,Siemens,AHU-PTB-WB-BL-01-A,json-over-http
a6807147-a0d2-4063-bbee-e5fbbe7e2fe1,Tmax XT7 M,Tmax XT7 M & Ekip Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
0a6ea94d-4f0b-435d-b0e6-065ec509aa91,Sunny Tripower,8.0 / 10.0,SMA,Solar Inverters,modbus
245fde15-ea5b-4715-9e1e-27a42e7d03e2,SMV,NEMA-1,Lenze,Variable Frequency Drives,ethernet-ip | modbus
8ea5a8fb-a1e5-4b0d-b70f-cb680d482f4b,Countis,E14,Socomec,Power Meters,modbus
2d0e4a24-9eec-4e00-9232-0337bb17f867,PowerLogic,PM5000,Schneider Electric,Power Meters,modbus
c3ee5e45-3b28-4056-a3bb-d5ff5d311aee,HVAC,EFS-80,Siemens,Ef-Ptb-Wb-Bma-03,json-over-http
76c05e4a-959c-4136-8169-74d47b11e1ab,IQ,35MA2X,Eaton,Power Meters,modbus
7db7f60c-66b4-4dd0-b27b-551f3231272e,Liebert,HiPulse,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
bf3aabc9-b0ab-47e9-a68d-eea7159432f5,PowerLogic,Energy Meter,Schneider Electric,Power Meters,modbus
4cda32ac-ae78-4d05-b382-49a5f1261864,PowerLogic,PM700,Schneider Electric,Power Meters,modbus
4dba87f1-21aa-4499-87f9-b48320847be4,ME96,SSRA,Mitsubishi,Power Meters,modbus
820b3b19-8b13-4840-8221-d312d351135b,Eco-Power Meter,KW1M-R,Panasonic,Power Meters,modbus
4869a20f-08ee-401e-b297-86a3a5d79ae5,Tmax XT4,Tmax XT4 & Ekip Z-LS & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
657f6dc7-6f00-495d-8f39-6621201d067e,DRM,40,TE Connectivity,Power Meters,modbus
ed92c106-c21c-40b1-b177-ee599f05be35,Emax 2,Emax 2 & Ekip UP & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
519fb28a-82d3-4039-9d30-45e5b0c8f79b,Emax,Emax & PR122/P + PR120/V & PR120/D-M,ABB,Circuit Breakers,modbus
9abe863e-2c44-444a-bfc1-c81ab0b9463d,HVAC,EFS-52,Siemens,Ef-Ptb-Epg-Swr-01,json-over-http
b16037c0-6969-46f6-b25f-e287ac10203c,Data Centre and Facility UPS,93PM (MS-CARD),Eaton,Uninterruptible Power Supplies,modbus
140435dd-013a-42b8-8fa1-077fb912acad,Tmax XT7,Tmax XT7 & Ekip G Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
6f535f11-ea15-467a-bd2c-ccb1138131be,UR,B90PLUS,General Electric,Protection Relays,modbus
5b687a80-15de-4154-a1cc-a1651ab85e6d,Emax 2,Emax 2 & Ekip Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
9c61a264-2aec-48b8-9228-f7b0b515f529,HVAC,EFS-21,Siemens,Ff-Ptb-Eb-Swr-01,json-over-http
287ac66f-bff2-4db2-ab65-9685d1dabb8a,G7,CIMR-G7U,Yaskawa,Variable Frequency Drives,ethernet-ip
5c050065-9c3f-4557-988c-d70785b028f6,SM,102,Hager,Power Meters,modbus
15a38f40-d68d-4f2d-a9c4-c1cf69359787,Data Centre and Facility UPS,9390,Eaton,Uninterruptible Power Supplies,modbus
48aecbd2-9479-4a90-8334-d0001888aea8,Tmax XT7,Tmax XT7 & Ekip M Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
e5ed44a3-b491-409f-bfb6-ad5bac2a43f1,Tmax XT4,Tmax XT4 & Ekip Touch Measuring & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
641f9049-dfd0-473c-a189-ee73804cdb99,V,V1000-4x,Yaskawa,Variable Frequency Drives,modbus
547f29f3-a3fc-4ec0-a9e7-92babb666ef6,Countis,E24,Socomec,Power Meters,modbus
0ba5652b-75ec-46c7-8a35-b7364e07c90a,HVAC,EFS-45,Siemens,Tef-Ptb-Ef-Pt-03,json-over-http
2abae4f2-a68e-4543-9bb0-b6d7d1557af5,Magnum SB,Magnum SB & Digitrip RMS 1150 & mMint,Eaton,Circuit Breakers,modbus
0225bdcf-4411-493c-be19-1a9e3ab11a29,Sinamics,V20,Siemens,Variable Frequency Drives,modbus
c9d52f20-cf2f-4eba-a714-29727e97d150,PowerMonitor,1000-EM3,Rockwell Automation,Power Meters,modbus
2316f45c-3adc-4f0e-8249-2ad03183e9c7,DPM,C530A,Delta Electronics,Power Meters,modbus
8e1f070e-7173-413e-b3b6-4ee1ef3834ef,Liebert,Npower,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
205362b7-5b0c-401e-bba5-5404a2ced553,Tmax T4,Tmax T4 & Ekip Signaling Modbus TCP,ABB,Circuit Breakers,modbus
151cfb0d-e7ba-44d0-8ded-7e6e87569fc7,Sinamics,G120D,Siemens,Variable Frequency Drives,ethernet-ip | modbus
8bbe40bc-d73d-46c8-938c-d1d61603aca4,Tmax XT7,Tmax XT7 & Ekip Touch Measuring & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
6f0ad259-3705-4c0e-b70c-0e6db28603ef,Q,Brick 1,Quadlogic Controls Corp,Power Meters,modbus
2f5e0850-5122-46a1-bf42-a10ab7ffb629,Liebert,NXC,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
55c38c0a-a6f2-4888-9557-f3eed4787ed8,A,A1000,Yaskawa,Variable Frequency Drives,ethernet-ip | modbus
4154bf37-4c1e-4649-9f33-b6ee8cee756f,EEM230-D,EEM230-D,Saia Burgess,Power Meters,modbus
b2bc4fff-1814-4182-bf15-13e188f01fbe,DSL,DSL & Digitrip RMS 910 & PXG,Eaton,Circuit Breakers,modbus
367a6d3e-91c8-47e7-96f3-e9cd40642136,ME96,SSRA,Mitsubishi,Power Meters,modbus
ee280eae-08b1-4294-a0ec-e7d0dd3b97e1,P,P1000,Yaskawa,Variable Frequency Drives,ethernet-ip | modbus
29429fdc-f638-4bb5-b1a3-8b4be14b97b6,Power Xpert Meter,PXM4000,Eaton,Power Meters,modbus
72a8d775-7053-47bc-8f53-10db9363ce31,GA,GA500,Yaskawa,Variable Frequency Drives,ethernet-ip
6e24b458-e09f-4b4e-836c-ef74933087f2,Tmax XT4,Tmax XT4 & Ekip G-LS/I & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
693e8b43-711a-47bf-a978-f1a767875dd6,SDM,210-M,Eastron,Power Meters,modbus
e7a520c3-600e-4bfa-bf30-b1264e1ddd03,Tmax T4,Tmax T4 & SD030DX,ABB,Circuit Breakers,modbus
9496903f-79fa-4fd9-af01-24c2015cd105,HVAC,EFS-58,Siemens,Ff-Ptb-Epg-Swr-01,json-over-http
345a7987-e9c1-4765-bffe-710204076e0b,Tmax XT2,Tmax XT2 & Ekip Dip & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
d0ae8895-9ab6-4b29-b207-e69297550b42,Power Xpert Meter,PXM1200,Eaton,Power Meters,modbus
86f0433a-3666-42f4-b4bf-afbcdc481dc0,SensAct,S1MMmA500VLM,Tele,Power Meters,modbus
108f50c0-4429-468f-94fa-30f692c9c09a,Sunny Tripower,12000 - 30000TLUS,SMA,Solar Inverters,modbus
0bdb2537-dac6-4220-a3e6-969bb5b3d65e,TRIO,TRIO-50.0/60.0,ABB,Solar Inverters,modbus
4e2ebba1-fce8-4077-acd1-7a7d839b2cc1,Energy Team,NG,Energy Team,Power Meters,modbus
24cd49bf-c376-415f-b7d2-32d2008b672d,HVAC,AHU-18,Siemens,DC-AHU-02,json-over-http
39308ac9-d614-412f-8266-acff2402283a,UMG,511,Janitza,Power Meters,modbus
f6455e0b-21cd-4612-a88d-7e0a494b0fb6,PowerFlex,40,Rockwell Automation,Variable Frequency Drives,ethernet-ip | modbus
6c9d5947-192b-47d2-93c3-fdbc5313367a,Emax 2,Emax 2 & Ekip Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
3a513fec-6002-46e6-a64f-fa3081d08763,PD,PD & PXR 25MP & CAM + ECAM,Eaton,Circuit Breakers,modbus
27ebeadb-0892-4ef9-97e9-427645fee6dc,Unidrive,M700 (Standard Addressing),Control Techniques,Variable Frequency Drives,modbus
ab1bfe60-1786-419a-be4e-afd5b8486175,DPM,C502,Delta Electronics,Power Meters,modbus
65e18ef1-016b-4b13-8ac0-cd167e158653,Tmax,Tmax T6 & PR223DS,ABB,Circuit Breakers,modbus
a1bbad29-cbf7-4216-a621-c3b0abc1dc87,PMC,330C,CET,Power Meters,modbus
ddc920ef-2782-4542-9c74-4d3273970bb8,Tmax T8,Tmax T8 & PR332/P & PR330/D-M,ABB,Circuit Breakers,modbus
b97ba0d5-7086-4b71-9184-d25d5df3076c,Tmax XT5,Tmax XT5 & Ekip M Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
cdfaf44f-4944-4030-8e98-8a8b897fd7d3,Tmax XT5,Tmax XT5 & Ekip Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
e2391313-23e2-4f48-8f4f-dde6baa15952,Emax 2,Emax 2 & Ekip Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
b5e8afca-fe80-4dbf-93d4-1481479e363c,HVAC,AHU-25,Siemens,AHU-PTB-EPG-DA-04,json-over-http
deef8c04-0349-443a-b533-dc0c42f641ef,Isomax S5,Isomax S5 & Ekip Signaling Modbus TCP,ABB,Circuit Breakers,modbus
a2525a5e-e8e4-4b31-9236-9c1453700bfe,HVAC,AHU-04,Siemens,AHU-PTB-EB-DA-01,json-over-http
b0d39379-18ae-4318-8e7a-1a0201ae0ae0,Variable speed drives,SpeedStar,Schlumberger,Variable Frequency Drives,modbus
06641c86-1bef-451b-ba06-58941cc69458,Emax DC,Emax DC & PR122/DC & PR120/D-M,ABB,Circuit Breakers,modbus
